Ad Set Name,Ad name,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Clicks (all),CTR (all),CPC (All),Reporting starts,Reporting ends,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-05-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Hyderabad-LG,Ad-02-01-Procto-Fissure-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Vizag-LG,Ad-02-01-Procto-Fistula-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Bangalore-LG,Ad-02-001-Cosmetics-Lipoma-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-02-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-09-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-06-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Chennai-LG,Ad-03-001-Procto-Piles-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-11-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Medisep-Trivandrum-Insurance-LG,Ad-01-001-Medisep-Trivandrum-Insurance-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-04-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-02-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-03-001-Piles-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Bangalore-Lapro-LG,Ad-02-001-Gallstone-Bangalore-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-07-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Girl holding cactus,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-03-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-02-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Liposuction-Kochi-Cosmetics-LG,Ad-03-001-Liposuction-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Liposuction-Trivandrum-Cosmetics-LG,Ad-01-001-Liposuction-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-08-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-12-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-01-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Trivandrum-LG,Ad-13-001-Urology-Circumcision-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Bangalore-Urology-LG,Ad-03-001-Circumsicion-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-March23,Ad-03-01-Urology-Circumcision-Broad-Pune-LG-Hindi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gynecomastia-Hyderabad-Sep23,Gynecomastia-Hyderabad-Side view of a man boobs without shirt,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetic-LG,Ad-03-001-Lipoma-Coimbatore-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-Broad-LG-March23,Ad-06-001-Lipoma-Trivandrum-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-11-01-Urology-Circumcision-Broad-Coimbatore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-LASIK-Chennai-Ophtal-LG-July23,Ad-02-001-LASIK-Chennai-Ophtal-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-02-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto-LG,Ad-02-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-07-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-Broad-LG-Feb23,Ad-03-001-Procto-Piles-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl looking on lipoma,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-Broad-LG-May23,Ad-04-001-Piles-Chennai-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-02-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-Feb23,Ad-07-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Trivandrum-LG,Ad-11-001-Urology-Circumcision-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-01-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Chennai-Conversion-LP,Ad-02-001-Procto-Piles-Chennai-Conversion-LP,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG-March23,Ad-01-01Piles-Bangalore-Procto-LG-Kannada,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Chennai-LG,Ad-06-001-Urology-Circumcision-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-01-001-Piles-chennai-Procto-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-LG,Ad-10-001-Cosmetics-Lipoma-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-LG,Ad-08-001-Cosmetics-Lipoma-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Kochi-Lapro-LG,Ad-04-001-Gallstone-Kochi-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-Broad-LG-March23,Ad-04-001-Cosmetics-Lipoma-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Bangalore-Sep23,Circumcision-Bangalore-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-LG,Ad-03-001-Lipoma-Pune-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Pune-Procto-Broad-LG-May23,Ad-02-01-Procto-Piles-Broad-pune-LG-Hindi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-LG,Ad-04-001-Cosmetics-Lipoma-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Pune-LG,Ad-02-01-Procto-Piles-Broad-pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-07-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-01-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-02-001-Circumsicion-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Madurai-LG,Ad-04-01-Procto-Piles-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-Broad-LG,Ad-04-001-Cosmetics-Lipoma-Broad-Bangalore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-Broad-LG-May23,Ad-02-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Bangalore-LG,Ad-02-01-Urology-Circumcision-Broad-Bangalore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-Broad-LG-March23,Ad-02-001-Cosmetics-Gynecomastia-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG-April23,Ad-05-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
New Leads ad set,New Leads ad,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-09-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
02-Procto-Piles-3%-LAL-Bangalore-LG,Ad-02-01-Procto-Piles-3%-LAL-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Procto-LG,Ad-02-001-Gynecomastia-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Lipoma-Broad-Chennai-LG,Ad-01-001-Cosmetics-Lipoma-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-09-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-11-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-Broad-LG-Feb23,Ad-02-001-Procto-Piles-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Chennai-LG,Ad-02-001-Cosmetics-Lipoma-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-02-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-04-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-Feb23,Ad-08-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-07-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Pune-Procto-LG,Ad-05-001-Piles-Pune-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-Broad-LG,Ad-05-001-Cosmetics-Lipoma-Broad-Bangalore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-Broad-LG-March23,Ad-07-001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Kochi-LG – Copy,Ad-02-001-Cosmetics-Gynecomastia-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-Feb23,Ad-03-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-04-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Kochi,Foreskin Problem,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Hyderabad-LG,Ad-01-01-Procto-Fistula-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-05-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-LG,Ad-07-001-Gynecomastia-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Ad-05-001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-06-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-09-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Chennai-Cosmetics-Broad-LG-March23,Ad-04-001-Gynecomastia-Chennai-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-13-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Vizag-Urology-LG,Ad-05-001-Circumsicion-Vizag-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-03-002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Proctology-LG,Ad-02-001-Piles-Bangalore-Proctology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-14-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Chennai-Procto-Broad-LG-Feb23,Ad-01-01-Piles-Chennai-Procto-Broad-LG-Tamil,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-01-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Trivandrum-Urology-LG,Ad-02-001-Circumsicion-Trivandrum-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-Feb23,Ad-02-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cataract-Bangalore-Ophtal-LG,Ad-01-001-Cataract-Bangalore-Ophtal-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-LG,Ad-02-001-Gynecomastia-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Lipoma-Broad-Hyderabad-LG,Ad-02-001-Cosmetics-Lipoma-Broad-Banaglore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-LG,Ad-01-001-Lipoma-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-LG,Ad-03-001-Gynecomastia-Pune-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Chennai-LG,Ad-02-001-Cosmetics-Gynecomastia-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-March23,Ad-05-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Bangalore-LG,Ad-05-01-Procto-Piles-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-03-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-03-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-01-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Foot only,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl's forehead,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-May23,Ad-02-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG-Feb23-MC-Female,Ad-01-001-Piles-Chennai-Procto-LG-Eng,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-Broad-LG-May23,Ad-04-001-Lipoma-Chennai-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-May23,Ad-04-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-12-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Vizag-LG,Ad-03-001-Cosmetics-Gynecomastia-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Bangalore-Lapro-LG,Ad-03-001-Gallstone-Bangalore-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-01-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Madurai-LG,Ad-07-01-Procto-Piles-Broad-Madurai-LG – Copy 2,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Kochi-LG,Ad-03-001-Procto-Piles-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Ad-03-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23 – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG-Feb23,Ad-02-01-Piles-Hyderabad-Procto-LG-Eng,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-01-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-14-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Kochi-LG,Ad-02-01-Procto-Fissure-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-Broad-LG-May23,Ad-02-001-Procto-Piles-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-04-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-02-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-Broad-LG-May23,Ad-02-001-Lipoma-Chennai-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-Broad-LG,Ad-04-001-Cosmetics-Lipoma-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Carousel-All City-LG,Ad-01-001-Carousel-All City-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Bangalore-LG,Ad-03-01-Procto-Piles-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Kochi-Procto-Broad-LG-March23,Ad-04-01-Piles-Kochi-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Man sitting on a sofa,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto-LG-Feb23-MC-Male,"Ad-01-002-Piles,Fissure,Fistula-Trivandrum-Procto-LG-Eng",Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Trivandrum-LG,Ad-03-001-Cosmetics-Lipoma-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Visakhapatnam-LG,Ad-03-01-Urology-Circumcision-Broad-Visakhapatnam-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lapro-Hernia-Broad-Chennai-LG,Ad-01-001-Lapro-Hernia-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Hernia-Chennai-Lapro-Broad-LG-March23,Ad-02-001-Hernia-Chennai-Lapro-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-Broad-LG,Ad-02-001-Cosmetics-Lipoma-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Chennai-LG,Ad-03-001-Cosmetics-Lipoma-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-04-001-Piles-Chennai-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG,Ad-01-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-02-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-04-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Ad-03-001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-01-01-Urology-Circumcision-Broad-Coimbatore-LG-Tamil,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Hair Transplant-Chennai-Sep23,Hair Transplant-Chennai-A man's head's two hair parts,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Ad-02-001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-18-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-03-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-Broad-Feb23,Ad-04-001-Piles-Coimbatore-Procto-Broad-Feb23 – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
